,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12
0,0.23591717203467885,0.08182262276850544,0.26053394044745193,0.05584406575586844,0.008110281237915304,0.006247110105864264,0.037462583952207786,0.03338741113481289,0.2255477410075045,1.3024555990734405e-05,0.006412783287461281,0.04870126371173868
1,0.5952410949685416,0.01292748492939978,0.20238565943766162,0.038133286637296517,0.0018268185030460733,0.06234680465109498,0.04641649489693144,0.012591357223092434,0.02055352873705642,0.0015256954988108347,0.0007259968976804501,0.005325777619387781
2,0.10824429713666217,0.2943422373018345,0.1388178791198165,0.01127371760682365,0.000294365389933767,0.051689748698936444,0.2370254059772125,2.8312243949485615e-05,0.13011898584841441,0.004000741531875689,0.019200481954268517,0.00496382719027236
3,0.36438294813961575,0.06849254226476445,0.0023000434312426647,0.09100099098023175,0.0032393960675101505,0.009923120178759667,0.255181300253327,0.02994838683861033,0.01715382805740626,0.10094645509161926,0.015132056905441945,0.04229893179147068
4,0.02766473277429846,0.08562892438445698,0.004004923624535635,0.27784155214165646,0.3166187884621472,0.025262681507952002,0.021773086558175652,0.216328282744352,0.007255057311992732,0.010891666534787951,0.00554977569765658,0.0011805282579883513
5,0.18391663829818902,1.7523213049237738e-05,0.25897289035299714,0.030840710574613073,0.027518714272410188,0.10271158582464979,0.2713498636107063,0.047716934930959735,0.02109521861911924,0.004214607183226753,0.04739472945968109,0.0042505836603983875
6,0.27299817823601646,0.07717226422238882,0.06511799826899789,0.21661902972976937,0.014692493435768264,0.23050529019555085,0.025307826085629342,0.0009031079951841422,0.020532212171169115,0.07221085161616159,0.0033708748130384368,0.0005698732303257309
7,0.09387130909986421,0.5436069309870489,0.08544139929269093,0.029084550355186787,0.005537203737706916,0.010858826613003334,0.12907961310655824,7.749560798277466e-05,0.012880182942475896,0.06664649264091041,0.007672413757704797,0.01524358185886683
8,0.11715012234846975,0.003951261226455159,0.23482670441652664,0.0017904892401367255,0.005323734563080751,0.1869923970486834,0.1849037861103108,0.06185688743714776,0.034347505200967875,0.01272408574405767,0.1561263027440406,6.7239201227592135e-06
9,0.06820939130259403,0.04439039454085585,0.005874241465892675,0.49859555898679997,0.00044898322972903573,0.005896350731838053,0.043382614341946985,0.009385289766423947,0.2165018165433069,0.04178162555351668,0.06383794295831802,0.0016957905787777752
10,0.42277391427354866,0.16219318572033578,0.0006265093975964264,0.06538159010584826,0.17984067963102796,0.00020010411728228324,0.0213063902156197,0.0025152836490308357,0.027258141798644765,0.0019704508928314562,0.11257518216664726,0.003358568031586552
